,0
0,Tole
1,Hampter
2,ALEX
3,JXT1MOROS
4,RasaDeDam
5,Usagi
6,Murdock
7,Bio
8,SpeedKing
9,GGanzer
10,Johnny
11,Uni_Play
12,Cholax
13,Abramusas
14,Szopix
15,Bovan
16,Okelot
17,Rexma
18,Sebastian
19,Bismark
20,Nebula
21,Kaczomen
22,Ergones
23,Bruni
24,Ske
25,Loshmi
26,Henki
27,KillerCake
28,Mini
29,Zvuk
30,Tomcat
31,Anctus
32,Malorian[HTU]
33,Heinrich
34,Gillette
35,BLoODiCa
36,Mo
37,+=
38,Bugs_Bunny
39,Punisher
40,Spud
41,Miletic
42,angle
43,S.Lux
44,Bulia
45,Sclembi
46,Bobi
47,Patch
48,Imbalance
49,fresh_ziomal
50,Berkin
51,NarrowSpider
52,D0CTOR
53,Yotza
54,John
55,CombatWombat
56,Luanmh
57,W.Jarvis
58,Vlay
59,Smootie
60,Lexus
61,Koniple
62,Blackshadow
63,Zero
64,Kofeina
65,Fubar
66,Scharf
67,Orbit
68,niceguyphil
69,Lazar
70,Zex
71,YourDoctor
72,Chak
73,Exillius
74,Chewie
75,Psion
76,Darius
77,Magnum
78,Burger
79,Blind[HTU]
80,Malkav-X
81,LooNeY
