,0
0,Kofeina
1,D0CTOR
2,Bulia
3,Gillette
4,Mini
5,Luanmh
6,Johnny
7,Usagi
8,Sclembi
9,Miletic
10,Bismark
11,YourDoctor
12,Rexma
13,Feather
14,Murdock
15,Zvuk
16,Bugs_Bunny
17,Uni_Play
18,Berkin
19,cobe
20,Bovan
21,Yotza
22,Bio
23,Scharf
24,Imbalance
25,Mo
26,Patch
27,Hampter
28,John
29,Exillius
30,Orbit
31,Burger
32,Hunter
33,Bobi
34,Grk
35,Anctus
36,Punisher
37,Heinrich
38,Zero
39,gri_
40,Magnum
41,niceguyphil
42,Lexus
43,Spud
44,RasaDeDam
45,Abramusas
46,Psion
47,Kaczomen
48,Zex
49,Combat
50,fresh_ziomal
51,Tole
52,Chak
53,Chewie
54,Blackshadow
55,angle
56,Ergones
57,Skywalker
58,W.Jarvis
59,Nebula
60,Lazar
