,0
0,Frenki
1,Doctor
2,Glenn
3,Miletic
4,W.Jarvis
5,Sam.
6,Abramusas
7,Martis
8,Vlad
9,Orbit
10,Mo
11,Blackshadow
12,Danny
13,Yotza
14,Bovan
15,Mihnea
16,Aris
17,Lord
18,Wolfmother
19,Zero
20,Poison
21,Igor
22,Psion
23,Chewie
24,Lipe
25,Spud
26,louis
27,Bluesamurai
28,Feather
29,Burger
30,Murdock
31,Szarik
32,Viper
33,Kru.
34,Dr. Lexus
35,Mauser
36,UniPlay
37,Usagi
38,jason
39,Arin
40,KostasGamer
41,Tootee
42,Enzoo
43,Dimi
44,Krnja
45,JaneSRBRUS
46,Bobi
47,Skywalker
48,Desolus.
49,Kaczomen
50,Mile
51,Heinrich
52,Gillette
53,veimiK
54,Johnny
55,Jox
56,Strale
57,RasaDeDam
58,Rio.
59,Gemon
60,Djordje
61,Flappy
62,Andjelaa
63,Kofeina
64,Cobe
65,niceguyphil
66,Kerber
67,Sclembi
68,Tole
69,Imbalance
