,0
0,Danny
1,Bifixd
2,Murdock
3,KostasGamer
4,DZIKson[BIA]
5,D0CTOR
6,cobe[BiA]
7,JaneSRBRUS
8,[FAWR]
9,Miletic
10,Blackshadow
11,Kaczomen
12,Vlad
13,Uni_Play
14,Igor
15,Apostolis[BIA]
16,Seedorf
17,Andjelaa
18,Usagi
19,Wolfmother
20,Spud
21,Yuzo
22,Feather
23,Zero
24,gemon
25,Aleksa
26,Enzoo
27,Johnny
28,Duke[BIA]
29,Aris[BIA]
30,Zex
31,Sclembi
32,Rio
33,Mauser
34,Nikic
35,Chewie
36,RasaDeDam
37,Lipe
38,Arin
39,I
40,Szarik
41,Wolfy
42,Kru
43,Istan
44,Lazar
45,Kerber
46,Mo
47,Krnja
48,ViperX[PAB][BiA]
49,Frenki
50,Ivanov
51,Bovan
52,Bobi[BiA]
53,Psion
54,Heinrich[BIA]
55,Skywalker[BiA]
56,niceguyphil
57,Strale
58,Dr
59,Burger[BiA]
60,Kofeina[BIA]
61,veimiK
62,WJarvis
63,Sale
64,Orbit
65,Djordje
66,tootee
67,Mile
68,Jason
69,Sam
