,0
0,Steel
1,Szopix
2,AFletcher
3,Imbalance
4,Johnny
5,Archer
6,Farrapo
7,Mile
8,Frenki
9,Dimi
10,Sonic
11,Mix[BiA]
12,Igor
13,JaneSRBRUS
14,WJarvis
15,D0CTOR
16,Aris[BIA]
17,ViperX[PAB][BiA]
18,Burger[BiA]
19,Zero
20,Lord[BiA]
21,Duke
22,Murdock
23,GameKnighted
24,Martis
25,Desolus[BiA]
26,gemon
27,Yak
28,Aleksa
29,Wasyl[BIA]
30,cobe[BiA]
31,Hardcase28
32,psixyio
33,Istan[BIA][PAB]
34,KostasGamer[BIA]
35,Strale
36,Blackshadow
37,Kowalski
38,Skywalker[BiA]
39,Djordje
40,Bovan
41,I
42,Lipe
43,Yuzo
44,MihneaST1
45,Chewie
46,Bifixd
47,Mora
48,NiceFlesh
49,Glenn
50,Spud
51,Poison[BIA]
52,Zori
53,RasaDeDam
54,Sclembi
55,Tayra
56,Orbit
57,TheWool
58,Michalox
59,tootee
60,Pedrovsky
61,Krnja
62,Kaczomen
63,Wolfmother
64,Varoll
65,niceguyphil
66,Arin
67,Mauser
68,Miletic[BIA]
69,IvAn[BiA]
70,Nikic
71,Timotemati[BiA][PAB]
72,Rio
73,Hyperactive
74,Seedorf
75,Danny
76,Abramusas
77,Usagi
78,Lazar[BIA]
79,Enzoo
80,Profa
81,Uni_Play
82,Psion
