,0
0,Aris[BIA]
1,Lord[BiA]
2,Murdock
3,Danny
4,A/LCpl
5,[FAWR]
6,Apostolis[BIA]
7,Skywalker
8,Abramusas
9,Johnny
10,Sclembi
11,Wolfmother
12,Kofeina[BIA]
13,Mauser
14,Gillette
15,Bifixd
16,Mo
17,Seedorf
18,gemon
19,Zero
20,Night
21,Bobi[BiA]
22,Andjelaa
23,Frenki
24,Dr
25,Enzoo
26,Mihnea
27,Kaczomen
28,Feather
29,Glenn
30,Psion
31,Cpl
32,Orbit
33,Martis
34,Djordje
35,Xeron
36,ViperX[BiA]
37,Aleksa
38,Davidaf
39,KostasGamer
40,Usagi
41,Minos
42,Bovan
43,tootee
44,JaneSRBRUS
45,Archer
46,Mile
47,Wolfy
48,Flappy
49,Lunna
50,Monika
51,Chewie
52,Uni_Play
53,D0CTOR
54,Ademarius
55,Rfn
56,Spud
57,RasaDeDam
58,Istan
59,Vlad
60,Poison
61,veimiK
62,Strale
63,Krnja
64,Blackshadow
65,Xente
66,Jason
67,cobe[BiA]
68,Heinrich[BIA]
69,Lipe
70,Miletic
71,WJarvis
72,Tole[BiA]
73,Imbalance
74,Yotza
75,Zex
76,Darius
77,I
78,Burger[BiA]
79,niceguyphil
80,Rgr
81,Desolus
82,Dimi
