,0
0,D0CTOR
1,Slux
2,Usagi
3,Zero
4,cobe
5,Scharf
6,YourDoctor
7,Kofeina
8,GGanzer
9,Patch
10,Exillius
11,Nebula
12,Luanmh
13,Combat
14,Punisher
15,Burger
16,Uni_Play
17,Miletic
18,Hampter
19,Rexma
20,Szopix
21,Imbalance
22,KillerCake
23,Murdock
24,niceguyphil
25,Kaczomen
26,Kilroy
27,Bismark
28,Chewie
29,Orbit
30,Skywalker
31,Zex
32,Abramusas
33,Micki
34,Bovan
35,Atke
36,Heinrich
37,RasaDeDam
38,Sclembi
39,Mini
40,Bobi
41,Psion
42,Okelot
43,Berkin
44,Fubar
45,W.Jarvis
46,Anctus
47,Lexus
48,Yotza
49,Blackshadow
50,Loshmi
51,Chak
52,Lazar
53,Spud
54,Mihael
