,0
0,RasaDeDam
1,Sclembi
2,Skywalker
3,Mauser
4,JaneSRBRUS
5,Punisher[BIA]
6,Poison
7,D0CTOR
8,ViperX
9,Blackshadow
10,Frenki
11,Kofeina[BIA]
12,Bluesamurai
13,martis
14,Nanard
15,Zero
16,gemon
17,Enzoo
18,Danny
19,Djordje
20,Imbalance
21,Abramusas
22,Flappy
23,Louis_Bolgarov
24,Uni_Play
25,Bobi
26,Chewie
27,Glenn
28,Yotza
29,KostasGamer
30,tootee
31,Miletic
32,Lipe
33,Arin
34,cobe[BiA]
35,Murdock
36,Bovan
37,Andjelaa
38,Orbit
39,Tole[BiA]
40,Zex
41,WJarvis
42,Spud
43,Strale
44,Heinrich
45,Kaczomen
46,Mo
47,Mile
48,Usagi
49,Burger[BiA]
50,Wolfmother
51,niceguyphil
52,Krnja
53,Jason
54,Soul
55,Lazar
56,Dr
57,Psion
